,original_img_path,cell_image_path,label
55,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_4K.jpg,7
56,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_4L.jpg,7
57,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_4M.jpg,7
58,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_4N.jpg,7
59,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_4O.jpg,7
60,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_5A.jpg,7
61,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_5B.jpg,7
62,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_5C.jpg,7
63,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_5D.jpg,7
64,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_5E.jpg,7
65,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_5F.jpg,7
66,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_5G.jpg,7
67,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_5H.jpg,7
68,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_5I.jpg,7
69,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_5J.jpg,7
70,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_5K.jpg,7
71,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_5L.jpg,7
72,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_5M.jpg,7
73,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_5N.jpg,7
74,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_5O.jpg,7
75,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_6A.jpg,7
76,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_6B.jpg,7
77,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_6C.jpg,7
78,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_6D.jpg,7
79,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_6E.jpg,7
80,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_6F.jpg,7
81,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_6G.jpg,7
82,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_6H.jpg,7
83,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_6I.jpg,7
84,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_6J.jpg,7
85,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_6K.jpg,7
86,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_6L.jpg,7
87,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_6M.jpg,7
88,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_6N.jpg,7
89,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_6O.jpg,7
90,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_7A.jpg,7
91,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_7B.jpg,7
92,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_7C.jpg,7
93,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_7D.jpg,7
94,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_7E.jpg,7
95,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_7F.jpg,7
96,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_7G.jpg,7
97,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_7H.jpg,7
98,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_7I.jpg,7
99,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_7J.jpg,7
100,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_7K.jpg,7
101,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_7L.jpg,7
102,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_7M.jpg,7
103,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_7N.jpg,7
104,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_7O.jpg,7
105,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_8A.jpg,7
106,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_8B.jpg,7
107,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_8C.jpg,7
108,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_8D.jpg,7
109,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_8E.jpg,7
110,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_8F.jpg,7
111,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_8G.jpg,7
112,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_8H.jpg,6
113,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_8I.jpg,1
114,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_8J.jpg,7
115,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_8K.jpg,7
116,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_8L.jpg,7
117,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_8M.jpg,7
118,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_8N.jpg,7
119,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_8O.jpg,7
120,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_9A.jpg,7
121,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_9B.jpg,7
122,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_9C.jpg,7
123,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_9D.jpg,7
124,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_9E.jpg,7
125,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_9F.jpg,7
126,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_9G.jpg,7
127,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_9H.jpg,7
128,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_9I.jpg,7
129,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_9J.jpg,7
130,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_9K.jpg,7
131,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_9L.jpg,7
132,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_9M.jpg,7
133,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_9N.jpg,7
134,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_9O.jpg,7
135,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_10A.jpg,7
136,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_10B.jpg,7
137,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_10C.jpg,7
138,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_10D.jpg,7
139,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_10E.jpg,7
140,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_10F.jpg,7
141,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_10G.jpg,7
142,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_10H.jpg,7
143,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_10I.jpg,7
144,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_10J.jpg,7
145,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_10K.jpg,7
146,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_10L.jpg,7
147,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_10M.jpg,7
148,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_10N.jpg,7
149,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_10O.jpg,7
150,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_11A.jpg,7
151,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_11B.jpg,7
152,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_11C.jpg,7
153,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_11D.jpg,7
154,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_11E.jpg,7
155,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_11F.jpg,7
156,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_11G.jpg,7
157,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_11H.jpg,7
158,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_11I.jpg,7
159,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_11J.jpg,7
160,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_11K.jpg,7
161,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_11L.jpg,7
162,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_11M.jpg,7
163,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_11N.jpg,7
164,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_11O.jpg,7
165,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_12A.jpg,7
166,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_12B.jpg,7
167,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_12C.jpg,7
168,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_12D.jpg,7
169,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_12E.jpg,7
170,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_12F.jpg,7
171,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_12G.jpg,7
172,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_12H.jpg,7
173,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_12I.jpg,7
174,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_12J.jpg,7
175,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_12K.jpg,7
176,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_12L.jpg,7
177,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_12M.jpg,7
178,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_12N.jpg,7
179,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_12O.jpg,7
180,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_13A.jpg,7
181,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_13B.jpg,7
182,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_13C.jpg,7
183,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_13D.jpg,7
184,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_13E.jpg,7
185,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_13F.jpg,7
186,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_13G.jpg,7
187,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_13H.jpg,7
188,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_13I.jpg,7
189,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_13J.jpg,7
190,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_13K.jpg,7
191,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_13L.jpg,7
192,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_13M.jpg,7
193,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_13N.jpg,7
194,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_13O.jpg,7
195,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_14A.jpg,7
196,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_14B.jpg,7
197,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_14C.jpg,7
198,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_14D.jpg,7
199,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_14E.jpg,7
200,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_14F.jpg,7
201,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_14G.jpg,7
202,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_14H.jpg,7
203,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_14I.jpg,7
204,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_14J.jpg,7
205,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_14K.jpg,7
206,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_14L.jpg,7
207,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_14M.jpg,7
208,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_14N.jpg,7
209,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_14O.jpg,7
210,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_15A.jpg,7
211,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_15B.jpg,7
212,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_15C.jpg,7
213,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_15D.jpg,7
214,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_15E.jpg,7
215,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_15F.jpg,7
216,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_15G.jpg,7
217,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_15H.jpg,7
218,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_15I.jpg,7
219,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_15J.jpg,7
220,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_15K.jpg,7
221,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_15L.jpg,7
222,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_15M.jpg,7
223,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_15N.jpg,7
224,../data/train/input/regular_task/1_01.jpg,../data/cell/train/grid_1/cell_15O.jpg,7
225,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_1A.jpg,7
226,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_1B.jpg,7
227,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_1C.jpg,7
228,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_1D.jpg,7
229,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_1E.jpg,7
230,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_1F.jpg,7
231,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_1G.jpg,7
232,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_1H.jpg,7
233,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_1I.jpg,7
234,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_1J.jpg,7
235,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_1K.jpg,7
236,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_1L.jpg,7
237,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_1M.jpg,7
238,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_1N.jpg,7
239,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_1O.jpg,7
240,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_2A.jpg,7
241,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_2B.jpg,7
242,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_2C.jpg,7
243,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_2D.jpg,7
244,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_2E.jpg,7
245,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_2F.jpg,7
246,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_2G.jpg,7
247,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_2H.jpg,7
248,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_2I.jpg,7
249,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_2J.jpg,7
250,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_2K.jpg,7
251,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_2L.jpg,7
252,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_2M.jpg,7
253,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_2N.jpg,7
254,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_2O.jpg,7
255,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_3A.jpg,7
256,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_3B.jpg,7
257,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_3C.jpg,7
258,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_3D.jpg,7
259,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_3E.jpg,7
260,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_3F.jpg,7
261,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_3G.jpg,7
262,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_3H.jpg,7
263,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_3I.jpg,7
264,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_3J.jpg,7
265,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_3K.jpg,7
266,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_3L.jpg,7
267,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_3M.jpg,7
268,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_3N.jpg,7
269,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_3O.jpg,7
270,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_4A.jpg,7
271,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_4B.jpg,7
272,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_4C.jpg,7
273,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_4D.jpg,7
274,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_4E.jpg,7
275,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_4F.jpg,7
276,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_4G.jpg,7
277,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_4H.jpg,7
278,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_4I.jpg,7
279,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_4J.jpg,7
280,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_4K.jpg,7
281,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_4L.jpg,7
282,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_4M.jpg,7
283,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_4N.jpg,7
284,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_4O.jpg,7
285,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_5A.jpg,7
286,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_5B.jpg,7
287,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_5C.jpg,7
288,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_5D.jpg,7
289,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_5E.jpg,7
290,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_5F.jpg,7
291,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_5G.jpg,7
292,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_5H.jpg,7
293,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_5I.jpg,7
294,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_5J.jpg,7
295,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_5K.jpg,7
296,../data/train/input/regular_task/1_02.jpg,../data/cell/train/grid_2/cell_5L.jpg,7
